call_date,membership_id,total_cost,csrd_yyyymm,csrd_yyyy,csrd_mth,csrd_yyyywk,csrd_wk
2014-11-02 09:13:35,150970,53.0,201411,2014,11,20140,0
2015-08-28 09:12:54,150970,53.0,201508,2015,8,20155,5
2014-09-07 18:38:38,150996,53.0,201409,2014,9,20140,0
2015-02-16 06:40:21,150996,53.0,201502,2015,2,20151,1
2015-07-11 10:45:45,150996,53.0,201507,2015,7,20156,6
2019-02-06 07:20:07,151050,58.85,201902,2019,2,20193,3
2016-08-01 11:57:45,151050,43.0,201608,2016,8,20161,1
2017-03-30 11:49:10,151050,53.0,201703,2017,3,20174,4
2019-02-19 10:05:59,151050,58.85,201902,2019,2,20192,2
2014-08-21 18:09:35,151050,53.0,201408,2014,8,20144,4
2014-11-04 19:09:28,151050,0.0,201411,2014,11,20142,2
2014-11-18 14:14:35,151050,53.0,201411,2014,11,20142,2
2014-08-31 17:56:49,151050,53.0,201408,2014,8,20140,0
2017-03-29 10:50:25,151050,53.0,201703,2017,3,20173,3
2016-04-02 22:38:07,151050,53.0,201604,2016,4,20166,6
2016-03-07 12:48:14,151050,53.0,201603,2016,3,20161,1
2014-08-28 09:01:50,151050,53.0,201408,2014,8,20144,4
2015-07-09 15:59:35,151050,53.0,201507,2015,7,20154,4
2019-09-16 15:30:16,151058,58.85,201909,2019,9,20191,1
2015-04-25 09:53:26,151058,53.0,201504,2015,4,20156,6
2016-02-06 09:11:42,151058,53.0,201602,2016,2,20166,6
2015-05-27 12:15:37,151062,53.0,201505,2015,5,20153,3
2018-12-02 18:46:48,151064,58.85,201812,2018,12,20180,0
2016-07-22 13:21:58,151064,53.0,201607,2016,7,20165,5
2015-10-28 14:36:09,151064,53.0,201510,2015,10,20153,3
2015-07-08 16:34:47,151064,53.0,201507,2015,7,20153,3
2019-05-21 14:37:45,151087,32.5,201905,2019,5,20192,2
2015-04-10 09:30:04,151087,29.0,201504,2015,4,20155,5
2015-07-14 12:28:51,151087,26.0,201507,2015,7,20152,2
2016-05-03 20:07:16,151087,53.0,201605,2016,5,20162,2
2016-07-27 16:20:21,151094,30.0,201607,2016,7,20163,3
2016-04-09 15:24:12,151145,30.0,201604,2016,4,20166,6
2016-01-14 11:35:08,151145,30.0,201601,2016,1,20164,4
2014-07-03 16:55:29,151151,28.0,201407,2014,7,20144,4
2015-02-13 13:41:12,151160,53.0,201502,2015,2,20155,5
2017-02-15 09:10:55,151160,26.5,201702,2017,2,20173,3
2017-03-11 11:03:44,151183,53.0,201703,2017,3,20176,6
2016-05-21 09:02:38,151195,53.0,201605,2016,5,20166,6
2015-10-02 09:16:38,151195,53.0,201510,2015,10,20155,5
2018-08-28 20:05:05,151201,46.0,201808,2018,8,20182,2
2016-05-14 15:11:57,151201,53.0,201605,2016,5,20166,6
2016-05-26 11:25:13,151201,53.0,201605,2016,5,20164,4
2016-05-31 10:10:02,151201,53.0,201605,2016,5,20162,2
2015-08-27 10:02:17,151202,53.0,201508,2015,8,20154,4
2016-02-26 07:17:20,151202,43.0,201602,2016,2,20165,5
2015-02-14 13:09:54,151204,28.0,201502,2015,2,20156,6
2015-07-13 08:14:01,151204,28.0,201507,2015,7,20151,1
2015-08-24 08:10:38,151204,28.0,201508,2015,8,20151,1
2014-06-16 08:14:02,151222,0.0,201406,2014,6,20141,1
2014-06-04 15:49:44,151222,53.0,201406,2014,6,20143,3
2016-01-19 10:23:10,151222,53.0,201601,2016,1,20162,2
2016-12-26 20:40:47,151222,53.0,201612,2016,12,20161,1
2016-03-22 15:28:29,151227,28.0,201603,2016,3,20162,2
2019-04-09 09:22:30,151227,58.85,201904,2019,4,20192,2
2018-12-31 12:35:46,151227,58.85,201812,2018,12,20181,1
2014-07-08 16:34:00,151227,53.0,201407,2014,7,20142,2
2015-11-23 10:18:43,151227,53.0,201511,2015,11,20151,1
2017-02-20 16:13:07,151227,53.0,201702,2017,2,20171,1
2015-11-04 19:02:18,151227,53.0,201511,2015,11,20153,3
2019-03-03 09:20:00,151229,54.19,201903,2019,3,20190,0
2015-05-22 13:11:55,151229,53.0,201505,2015,5,20155,5
2019-06-14 10:18:54,151244,32.5,201906,2019,6,20195,5
2016-05-23 14:12:33,151244,29.0,201605,2016,5,20161,1
2014-08-19 15:05:21,151255,110.0,201408,2014,8,20142,2
2015-01-14 14:54:00,151255,53.0,201501,2015,1,20153,3
2014-11-18 18:31:47,151255,0.0,201411,2014,11,20142,2
2014-12-10 19:06:25,151255,53.0,201412,2014,12,20143,3
2015-12-10 15:01:36,151255,53.0,201512,2015,12,20154,4
2015-03-10 19:56:53,151255,53.0,201503,2015,3,20152,2
2014-10-27 08:58:14,151255,53.0,201410,2014,10,20141,1
2014-10-28 10:53:43,151255,53.0,201410,2014,10,20142,2
2015-05-14 14:09:58,151255,59.0,201505,2015,5,20154,4
2015-08-23 13:57:04,151255,56.0,201508,2015,8,20150,0
2016-07-12 23:11:34,151255,53.0,201607,2016,7,20162,2
2014-11-24 10:40:41,151268,53.0,201411,2014,11,20141,1
2014-11-24 10:42:51,151268,53.0,201411,2014,11,20141,1
2014-12-12 14:30:33,151268,29.0,201412,2014,12,20145,5
2018-12-05 09:08:24,151269,33.5,201812,2018,12,20183,3
2016-08-16 16:12:39,151269,0.0,201608,2016,8,20162,2
2018-10-06 09:49:57,151269,199.85,201810,2018,10,20186,6
2016-04-26 10:32:29,151269,63.0,201604,2016,4,20162,2
2015-01-07 11:30:44,151269,30.0,201501,2015,1,20153,3
2017-04-19 11:50:05,151300,32.5,201704,2017,4,20173,3
2017-01-14 10:29:45,151300,53.5,201701,2017,1,20176,6
2019-04-23 10:03:08,151300,100.85,201904,2019,4,20192,2
2019-03-06 05:50:46,151300,34.0,201903,2019,3,20193,3
2019-02-05 08:28:09,151300,41.0,201902,2019,2,20192,2
2019-02-08 10:24:33,151300,41.0,201902,2019,2,20195,5
2018-11-24 15:21:56,151300,29.43,201811,2018,11,20186,6
2016-01-30 12:44:48,151300,53.0,201601,2016,1,20166,6
2018-10-09 08:09:56,151300,39.0,201810,2018,10,20182,2
2018-10-02 10:15:58,151300,32.5,201810,2018,10,20182,2
2018-09-17 13:12:57,151300,32.5,201809,2018,9,20181,1
2014-07-22 17:18:36,151333,53.0,201407,2014,7,20142,2
2014-12-22 07:21:34,151333,53.0,201412,2014,12,20141,1
2017-04-29 11:56:28,151369,53.0,201704,2017,4,20176,6
2018-09-11 15:40:29,151369,37.0,201809,2018,9,20182,2
2019-09-27 14:56:17,151377,58.85,201909,2019,9,20195,5
2019-01-02 16:31:53,151377,48.5,201901,2019,1,20193,3
2016-04-08 16:35:05,151377,30.0,201604,2016,4,20165,5
2016-12-20 16:32:29,151422,33.0,201612,2016,12,20162,2
2014-06-27 13:09:00,151422,53.0,201406,2014,6,20145,5
2015-10-17 17:52:44,151422,53.0,201510,2015,10,20156,6
2016-08-09 17:11:34,151422,30.0,201608,2016,8,20162,2
2017-01-13 19:22:34,151422,15.25,201701,2017,1,20175,5
2014-12-09 12:11:10,151422,53.0,201412,2014,12,20142,2
2015-06-19 09:48:12,151422,53.0,201506,2015,6,20155,5
2019-10-04 21:47:00,151514,36.0,201910,2019,10,20195,5
2014-06-03 15:52:29,151514,30.0,201406,2014,6,20142,2
2015-01-12 17:41:36,151514,30.0,201501,2015,1,20151,1
2016-04-24 02:17:23,151514,30.0,201604,2016,4,20160,0
2014-10-06 06:54:40,151514,53.0,201410,2014,10,20141,1
2016-11-02 14:45:47,151514,53.0,201611,2016,11,20163,3
2017-02-09 09:18:11,151514,32.5,201702,2017,2,20174,4
2014-06-18 16:56:56,151520,53.0,201406,2014,6,20143,3
2014-11-11 17:47:13,151521,82.0,201411,2014,11,20142,2
2015-03-06 16:36:15,151521,0.0,201503,2015,3,20155,5
2015-04-09 14:13:28,151521,70.0,201504,2015,4,20154,4
2017-03-30 16:21:41,151521,53.0,201703,2017,3,20174,4
2015-06-24 20:21:29,151527,53.0,201506,2015,6,20153,3
2018-11-09 09:10:35,151531,58.85,201811,2018,11,20185,5
2014-07-12 11:34:18,151531,53.0,201407,2014,7,20146,6
2016-01-03 11:36:02,151531,53.0,201601,2016,1,20160,0
2016-05-24 10:54:54,151531,146.0,201605,2016,5,20162,2
2019-06-04 14:43:21,151531,82.85,201906,2019,6,20192,2
2019-05-31 19:11:35,151531,58.85,201905,2019,5,20195,5
2015-10-27 07:20:51,151531,53.0,201510,2015,10,20152,2
2015-04-25 23:22:19,151531,0.0,201504,2015,4,20156,6
2019-06-25 13:20:07,151605,33.5,201906,2019,6,20192,2
2018-11-18 15:53:57,151605,33.5,201811,2018,11,20180,0
2014-10-22 18:14:18,151610,53.0,201410,2014,10,20143,3
2016-09-28 10:49:34,151611,53.0,201609,2016,9,20163,3
2014-09-01 10:33:56,151611,53.0,201409,2014,9,20141,1
2015-03-30 13:28:23,151630,53.0,201503,2015,3,20151,1
2015-05-25 16:17:59,151630,53.0,201505,2015,5,20151,1
2016-02-09 12:16:25,151630,53.0,201602,2016,2,20162,2
2016-03-06 02:06:29,151630,30.0,201603,2016,3,20160,0
2016-10-01 18:31:40,151630,32.0,201610,2016,10,20166,6
2017-02-06 15:02:02,151630,53.0,201702,2017,2,20171,1
2014-10-18 09:23:37,151672,53.0,201410,2014,10,20146,6
2015-06-27 10:22:47,151672,53.0,201506,2015,6,20156,6
2016-11-28 21:54:40,151673,32.0,201611,2016,11,20161,1
2019-05-30 07:36:00,151673,58.85,201905,2019,5,20194,4
2016-12-05 16:47:42,151673,23.0,201612,2016,12,20161,1
2017-04-07 07:10:54,151673,32.5,201704,2017,4,20175,5
2017-04-25 16:58:23,151685,29.0,201704,2017,4,20172,2
2016-02-12 08:05:50,151685,53.0,201602,2016,2,20165,5
2014-11-22 13:49:57,151685,53.0,201411,2014,11,20146,6
2015-02-16 18:15:37,151685,53.0,201502,2015,2,20151,1
2016-01-05 08:42:18,151685,53.0,201601,2016,1,20162,2
2016-11-03 16:53:25,151685,53.0,201611,2016,11,20164,4
2015-06-29 10:50:54,151705,53.0,201506,2015,6,20151,1
2014-07-28 16:56:53,151705,53.0,201407,2014,7,20141,1
2016-12-08 11:46:33,151709,53.0,201612,2016,12,20164,4
2015-02-06 12:39:39,151709,53.0,201502,2015,2,20155,5
2015-12-03 12:12:46,151709,53.0,201512,2015,12,20154,4
2016-12-10 13:46:44,151709,53.0,201612,2016,12,20166,6
2018-12-04 17:56:15,151716,0.0,201812,2018,12,20182,2
2018-11-20 09:11:40,151716,58.85,201811,2018,11,20182,2
2015-10-11 10:32:08,151716,53.0,201510,2015,10,20150,0
2016-05-17 14:48:04,151716,53.0,201605,2016,5,20162,2
2014-10-19 18:18:34,151738,53.0,201410,2014,10,20140,0
2015-09-07 08:26:40,151738,53.0,201509,2015,9,20151,1
2014-08-08 11:25:08,151738,53.0,201408,2014,8,20145,5
2018-12-26 15:42:17,151766,394.5,201812,2018,12,20183,3
2014-12-01 09:20:18,151766,53.0,201412,2014,12,20141,1
2016-04-23 12:32:50,151784,24.0,201604,2016,4,20166,6
2016-11-17 15:41:06,151784,53.0,201611,2016,11,20164,4
2019-08-05 09:58:10,151790,58.85,201908,2019,8,20191,1
2015-06-16 09:39:23,151790,30.0,201506,2015,6,20152,2
2015-12-13 08:06:46,151790,53.0,201512,2015,12,20150,0
2019-07-06 11:00:19,151845,58.85,201907,2019,7,20196,6
2019-04-28 21:28:18,151854,0.0,201904,2019,4,20190,0
2018-12-27 15:22:04,151879,58.85,201812,2018,12,20184,4
2016-05-31 14:14:04,151910,28.0,201605,2016,5,20162,2
2015-08-07 15:31:41,151925,30.0,201508,2015,8,20155,5
2015-12-21 10:52:04,151925,30.0,201512,2015,12,20151,1
2017-02-25 13:42:12,151925,53.0,201702,2017,2,20176,6
2016-10-06 17:51:12,151925,32.0,201610,2016,10,20164,4
2016-10-20 16:22:42,151925,32.0,201610,2016,10,20164,4
2015-10-23 09:51:30,151946,34.0,201510,2015,10,20155,5
2014-10-29 17:17:12,151987,53.0,201410,2014,10,20143,3
2015-08-11 09:21:54,151998,45.0,201508,2015,8,20152,2
2016-09-16 13:40:48,151998,36.0,201609,2016,9,20165,5
2019-08-21 08:55:03,152020,100.85,201908,2019,8,20193,3
2016-05-10 18:44:15,152020,53.0,201605,2016,5,20162,2
2016-11-10 09:45:49,152020,53.0,201611,2016,11,20164,4
2019-01-14 07:47:22,152020,247.85,201901,2019,1,20191,1
2015-08-30 13:21:07,152020,53.0,201508,2015,8,20150,0
2016-01-21 16:08:44,152020,53.0,201601,2016,1,20164,4
2015-08-02 11:56:46,152057,53.0,201508,2015,8,20150,0
2017-03-05 09:58:54,152057,53.0,201703,2017,3,20170,0
2015-02-03 14:36:07,152076,53.0,201502,2015,2,20152,2
2017-02-10 07:48:29,152076,53.0,201702,2017,2,20175,5
2017-02-11 08:31:33,152076,53.0,201702,2017,2,20176,6
2018-10-18 12:48:39,152112,29.0,201810,2018,10,20184,4
2016-06-12 08:31:26,152112,26.0,201606,2016,6,20160,0
2014-09-13 12:23:12,152112,29.0,201409,2014,9,20146,6
2015-10-11 17:48:28,152112,26.0,201510,2015,10,20150,0
2015-10-12 16:38:54,152112,26.0,201510,2015,10,20151,1
2016-06-26 17:19:09,152112,35.0,201606,2016,6,20160,0
2015-02-14 15:35:33,152136,53.0,201502,2015,2,20156,6
2015-04-07 13:07:23,152136,53.0,201504,2015,4,20152,2
2018-11-20 14:20:39,152136,58.85,201811,2018,11,20182,2
2015-03-01 14:52:26,152136,53.0,201503,2015,3,20150,0
2015-08-05 15:13:36,152136,29.0,201508,2015,8,20153,3
2015-12-28 15:41:16,152136,53.0,201512,2015,12,20151,1
2019-10-15 14:55:40,152172,58.85,201910,2019,10,20192,2
2019-07-04 14:37:08,152196,58.85,201907,2019,7,20194,4
2015-12-09 17:57:57,152196,53.0,201512,2015,12,20153,3
2015-04-27 15:25:43,152197,53.0,201504,2015,4,20151,1
2015-06-12 11:54:47,152201,30.0,201506,2015,6,20155,5
2019-02-13 14:31:51,152207,58.85,201902,2019,2,20193,3
2014-08-16 23:52:46,152210,53.0,201408,2014,8,20146,6
2015-12-23 13:44:39,152210,53.0,201512,2015,12,20153,3
2015-03-27 10:55:14,152220,30.0,201503,2015,3,20155,5
2016-04-07 20:05:31,152220,30.0,201604,2016,4,20164,4
2017-01-26 20:55:34,152343,33.21,201701,2017,1,20174,4
2014-08-15 10:51:16,152434,53.0,201408,2014,8,20145,5
2014-08-17 07:38:30,152434,53.0,201408,2014,8,20140,0
2016-10-11 14:23:08,152441,32.0,201610,2016,10,20162,2
2019-08-20 12:07:38,152445,58.85,201908,2019,8,20192,2
2015-05-05 10:48:20,152445,53.0,201505,2015,5,20152,2
2019-04-14 09:33:08,152459,58.85,201904,2019,4,20190,0
2016-05-26 18:49:47,152459,53.0,201605,2016,5,20164,4
2016-11-14 11:19:29,152459,53.0,201611,2016,11,20161,1
2018-11-11 09:09:32,152459,58.85,201811,2018,11,20180,0
2015-10-08 16:48:32,152459,53.0,201510,2015,10,20154,4
2015-10-11 08:24:17,152459,53.0,201510,2015,10,20150,0
2018-09-06 12:17:03,152459,33.0,201809,2018,9,20184,4
2018-10-28 10:00:46,152459,58.85,201810,2018,10,20180,0
2018-09-26 09:20:06,152472,58.85,201809,2018,9,20183,3
2018-11-07 14:57:42,152472,58.85,201811,2018,11,20183,3
2014-06-23 11:10:52,152472,53.0,201406,2014,6,20141,1
2014-10-03 09:19:27,152472,53.0,201410,2014,10,20145,5
2017-02-03 08:11:12,152472,53.0,201702,2017,2,20175,5
2015-03-07 09:23:22,152509,53.0,201503,2015,3,20156,6
2019-10-15 13:10:58,152515,58.85,201910,2019,10,20192,2
2019-06-12 08:31:10,152515,58.85,201906,2019,6,20193,3
2019-09-10 08:20:37,152515,58.85,201909,2019,9,20192,2
2015-08-27 12:58:25,152515,53.0,201508,2015,8,20154,4
2016-10-28 14:58:56,152515,53.0,201610,2016,10,20165,5
2019-04-13 12:01:14,152515,58.85,201904,2019,4,20196,6
2019-02-23 12:56:48,152515,29.43,201902,2019,2,20196,6
2014-09-11 11:03:51,152515,53.0,201409,2014,9,20144,4
2014-10-01 11:52:54,152515,53.0,201410,2014,10,20143,3
2014-10-10 12:16:07,152515,53.0,201410,2014,10,20145,5
2015-01-28 11:35:09,152515,53.0,201501,2015,1,20153,3
2015-12-22 19:25:56,152515,53.0,201512,2015,12,20152,2
2016-01-08 14:43:31,152515,53.0,201601,2016,1,20165,5
2016-09-12 09:21:47,152520,53.0,201609,2016,9,20161,1
2016-12-23 10:33:56,152520,53.0,201612,2016,12,20165,5
2018-11-29 12:47:18,152520,58.85,201811,2018,11,20184,4
2014-07-06 10:09:03,152520,53.0,201407,2014,7,20140,0
2016-04-20 14:48:01,152520,53.0,201604,2016,4,20163,3
2015-12-15 09:17:18,152520,53.0,201512,2015,12,20152,2
2015-11-30 08:01:26,152520,53.0,201511,2015,11,20151,1
2016-01-02 09:13:32,152520,53.0,201601,2016,1,20166,6
2016-09-23 15:04:17,152520,53.0,201609,2016,9,20165,5
2017-04-04 07:10:42,152520,53.0,201704,2017,4,20172,2
2016-03-17 11:02:58,152520,53.0,201603,2016,3,20164,4
2014-09-26 08:21:38,152520,53.0,201409,2014,9,20145,5
2017-04-16 09:22:33,152532,29.75,201704,2017,4,20170,0
2019-03-21 14:19:35,152532,126.85,201903,2019,3,20194,4
2016-10-05 13:37:05,152557,53.0,201610,2016,10,20163,3
2019-09-29 10:05:16,152574,58.85,201909,2019,9,20190,0
2015-03-22 12:59:13,152574,53.0,201503,2015,3,20150,0
2019-10-11 18:36:56,152619,58.85,201910,2019,10,20195,5
2016-07-10 11:54:33,152619,53.0,201607,2016,7,20160,0
2018-11-09 09:42:12,152619,58.85,201811,2018,11,20185,5
2015-04-08 08:22:04,152626,53.0,201504,2015,4,20153,3
2016-05-06 13:25:37,152643,27.0,201605,2016,5,20165,5
2016-09-10 13:19:08,152680,30.0,201609,2016,9,20166,6
2019-01-09 10:50:43,152692,58.85,201901,2019,1,20193,3
2016-09-16 13:04:16,152692,43.0,201609,2016,9,20165,5
2016-12-01 09:17:20,152692,46.0,201612,2016,12,20164,4
2016-12-19 09:51:30,152692,46.0,201612,2016,12,20161,1
2018-12-14 11:28:41,152692,0.0,201812,2018,12,20185,5
